cuisine,id
mexican,18998
southern_us,39974
southern_us,2159
mexican,19679
southern_us,44146
chinese,36086
indian,20676
japanese,39779
thai,33522
italian,498
russian,45937
french,41501
mexican,44156
southern_us,5643
southern_us,35874
mexican,24413
southern_us,47297
mexican,10073
cajun_creole,4798
cajun_creole,7802
french,3970
thai,24416
french,13072
cajun_creole,29046
french,12898
indian,24957
vietnamese,18725
southern_us,46929
moroccan,23140
chinese,30516
vietnamese,34081
greek,12927
japanese,44088
italian,20785
southern_us,16672
italian,5400
french,30322
italian,17272
chinese,9797
mexican,14795
italian,7619
brazilian,42124
thai,23249
chinese,44158
cajun_creole,17462
italian,3580
cajun_creole,9896
mexican,29669
japanese,30625
italian,7685
southern_us,7632
korean,28349
thai,4510
brazilian,35383
italian,18569
italian,11379
italian,9434
southern_us,37774
mexican,33651
italian,47017
moroccan,31874
british,26733
chinese,20962
southern_us,1467
jamaican,11173
italian,12949
french,11565
russian,29756
cajun_creole,25577
chinese,36779
french,10974
southern_us,42163
french,15337
filipino,23242
british,7952
mexican,27424
southern_us,3816
irish,27190
spanish,43764
korean,17714
mexican,30022
moroccan,33281
southern_us,43503
thai,27385
thai,2396
thai,25387
thai,1017
chinese,18852
french,14861
italian,47487
chinese,46015
italian,12684
mexican,12588
thai,33061
italian,38952
indian,20915
greek,34732
filipino,48656
mexican,38736
indian,20374
indian,18664
southern_us,15638
italian,10458
cajun_creole,47980
spanish,43084
french,4534
spanish,26269
vietnamese,23498
southern_us,5053
southern_us,5010
mexican,49028
japanese,36714
mexican,21490
korean,8448
japanese,49408
southern_us,28982
korean,20207
southern_us,37751
moroccan,42412
southern_us,47466
chinese,40672
mexican,47821
french,42090
jamaican,10019
southern_us,45793
italian,32933
cajun_creole,48283
thai,19798
mexican,41233
italian,37147
cajun_creole,26516
southern_us,4305
italian,30883
french,31677
british,25378
thai,40122
irish,20889
chinese,10994
italian,29311
brazilian,46431
thai,17648
chinese,32111
italian,15728
italian,16960
french,23535
mexican,29667
southern_us,31729
french,41910
french,13996
french,21089
italian,32705
moroccan,42847
mexican,26201
brazilian,26813
italian,32471
southern_us,44990
korean,17237
japanese,39403
mexican,15652
italian,14568
mexican,44779
thai,37888
italian,9529
southern_us,20700
mexican,17741
southern_us,17475
mexican,12581
cajun_creole,5996
chinese,29042
southern_us,987
italian,39819
filipino,31679
chinese,1150
mexican,39167
chinese,43037
italian,20071
french,43815
italian,31649
mexican,12218
filipino,32836
british,18175
japanese,48197
korean,31474
southern_us,46428
mexican,25246
southern_us,2991
greek,38216
southern_us,14978
chinese,31085
indian,34515
indian,6026
italian,19132
french,48775
italian,29309
brazilian,4033
indian,36462
chinese,13235
cajun_creole,17863
italian,25694
italian,24204
indian,14541
filipino,13993
mexican,8996
british,9943
irish,22707
french,35292
mexican,46886
brazilian,11566
british,8272
chinese,30552
french,21033
italian,42971
mexican,42275
spanish,44059
spanish,44159
italian,48500
vietnamese,14617
indian,7867
cajun_creole,13913
jamaican,40684
french,49174
british,34772
italian,16738
thai,11353
chinese,17429
moroccan,6213
italian,26682
italian,42067
southern_us,45944
indian,43318
japanese,32084
italian,23806
southern_us,2721
french,6479
mexican,48519
mexican,12560
indian,4171
greek,14434
italian,21159
italian,44745
vietnamese,12965
indian,39978
japanese,32514
italian,1336
greek,48649
chinese,21591
italian,32813
chinese,5818
greek,39944
irish,33274
french,13429
chinese,9739
jamaican,44031
italian,25007
moroccan,29143
southern_us,41309
thai,17675
italian,5570
italian,12206
italian,33553
thai,30898
french,23937
mexican,11454
italian,16091
southern_us,6058
thai,18720
jamaican,42018
moroccan,3462
cajun_creole,19617
moroccan,18874
thai,6416
indian,15063
chinese,46292
southern_us,38247
mexican,36427
italian,47417
mexican,4768
greek,11626
indian,21027
greek,22079
chinese,20527
southern_us,27846
filipino,16236
french,46145
thai,7761
spanish,34212
thai,17180
moroccan,4546
italian,44474
vietnamese,37886
southern_us,17842
jamaican,27282
greek,979
french,6895
french,4150
mexican,32995
chinese,8444
mexican,13686
indian,8918
indian,17569
indian,19313
mexican,23833
italian,4623
french,18164
indian,45780
mexican,17994
indian,12268
thai,14368
japanese,19242
moroccan,21658
french,32160
mexican,20931
french,30800
thai,33829
japanese,29674
chinese,36367
greek,40547
southern_us,39583
cajun_creole,18638
mexican,10010
italian,7084
italian,30421
indian,24243
italian,38417
mexican,5183
irish,4522
italian,29727
southern_us,47928
korean,11211
mexican,10117
mexican,26611
chinese,21852
french,41769
mexican,16342
southern_us,13694
thai,1173
thai,12257
french,27392
korean,20360
japanese,16090
chinese,31245
mexican,23411
french,46268
italian,45488
japanese,39708
thai,25281
mexican,9057
french,24917
cajun_creole,49532
greek,5491
italian,33378
italian,23340
cajun_creole,13456
indian,31952
mexican,39823
italian,445
french,28523
mexican,32201
jamaican,5612
italian,44099
italian,7608
chinese,30971
mexican,38223
greek,43482
chinese,36483
southern_us,9875
chinese,18378
mexican,9583
thai,13947
italian,8681
indian,46374
southern_us,47034
italian,45643
mexican,5551
mexican,23694
japanese,32724
southern_us,48999
southern_us,5952
mexican,36593
french,48894
mexican,27066
italian,9343
indian,35625
filipino,22159
southern_us,39883
cajun_creole,20939
french,21471
jamaican,2208
italian,38731
indian,10206
cajun_creole,425
indian,11081
thai,48333
japanese,46536
mexican,25686
italian,41323
southern_us,30523
italian,29731
cajun_creole,23018
thai,43425
spanish,43325
southern_us,24159
chinese,2121
cajun_creole,15876
indian,11191
mexican,4338
french,4072
french,29363
indian,29278
spanish,4276
french,47413
cajun_creole,16670
greek,31767
vietnamese,37741
greek,45568
southern_us,13871
indian,15015
thai,1536
thai,1466
mexican,10405
italian,15963
italian,45075
italian,2588
french,17070
vietnamese,14012
french,44422
southern_us,14609
mexican,46913
french,5710
french,16086
southern_us,48335
italian,41667
italian,20551
spanish,29812
vietnamese,32212
french,18
japanese,14823
chinese,30464
thai,31748
mexican,8081
greek,2484
indian,41751
italian,25020
mexican,6889
french,37348
indian,27337
southern_us,21625
moroccan,43407
italian,737
cajun_creole,42668
southern_us,36758
cajun_creole,3528
chinese,40542
italian,8277
korean,22826
southern_us,16937
italian,8216
filipino,10738
mexican,11932
italian,21240
filipino,14296
italian,24128
southern_us,44718
southern_us,40317
italian,22385
southern_us,16417
southern_us,19098
mexican,36846
chinese,10401
southern_us,10602
italian,16051
french,25205
italian,45464
italian,8956
italian,23386
french,7691
italian,21774
cajun_creole,49705
southern_us,34095
italian,40336
brazilian,44728
british,10843
italian,21666
italian,44202
greek,17673
southern_us,34724
french,32367
japanese,14479
southern_us,46203
french,7485
japanese,24792
french,37601
thai,11749
vietnamese,40459
french,6034
southern_us,46184
chinese,8659
brazilian,28264
chinese,40788
mexican,25901
southern_us,6880
mexican,26443
southern_us,27597
italian,4679
mexican,27054
italian,33316
irish,28346
indian,46206
mexican,9856
thai,36740
mexican,38157
japanese,11701
italian,43877
chinese,21737
jamaican,17489
italian,5182
spanish,47765
korean,36916
french,21953
mexican,44316
vietnamese,37928
mexican,23423
italian,26636
italian,27428
italian,29136
chinese,45677
mexican,35525
jamaican,28707
chinese,4234
southern_us,45606
cajun_creole,6646
chinese,1733
british,31169
indian,45279
french,14269
chinese,26266
italian,15973
mexican,15279
french,33120
moroccan,26073
mexican,25767
french,12044
italian,822
italian,13536
british,1978
greek,3895
moroccan,8427
italian,16946
filipino,9005
french,42707
chinese,17931
italian,2110
filipino,21611
italian,48079
french,22441
italian,43783
southern_us,49514
indian,26278
indian,39096
jamaican,36782
italian,31016
indian,41700
mexican,8046
korean,14017
russian,48126
italian,48972
indian,21200
french,37825
mexican,24835
filipino,38205
italian,48460
filipino,29019
greek,18799
italian,23742
indian,30089
cajun_creole,1400
french,7025
japanese,19873
mexican,29374
italian,45577
southern_us,46375
japanese,28377
thai,39019
mexican,16754
mexican,28648
southern_us,32006
chinese,49138
southern_us,14159
french,33747
mexican,49510
filipino,2118
thai,14463
thai,12299
french,16115
italian,30854
southern_us,41412
korean,36655
chinese,31595
italian,8225
mexican,47650
mexican,40681
indian,43979
indian,7934
cajun_creole,45199
chinese,6851
italian,4006
vietnamese,610
jamaican,18142
italian,34363
chinese,30475
mexican,35246
indian,29020
indian,27993
southern_us,24921
italian,22164
southern_us,725
italian,34349
thai,48655
french,46658
mexican,28212
japanese,27714
italian,6049
southern_us,19836
italian,33934
thai,1338
russian,21498
italian,27005
korean,40168
southern_us,4877
thai,15415
chinese,5545
thai,20433
russian,11634
indian,25492
mexican,21017
mexican,22311
indian,17808
southern_us,30869
southern_us,11794
italian,26414
thai,1450
indian,17605
chinese,19789
indian,25287
greek,526
cajun_creole,6426
thai,838
japanese,38921
mexican,43956
korean,16406
french,33285
filipino,45131
southern_us,44192
indian,36629
filipino,23975
italian,46511
mexican,45907
southern_us,22734
italian,43589
cajun_creole,30287
spanish,23900
mexican,11928
greek,16529
thai,25626
mexican,12962
chinese,19959
french,18195
indian,37128
cajun_creole,25730
british,40554
cajun_creole,34484
cajun_creole,17596
french,47805
italian,8438
italian,31594
italian,2308
spanish,40522
japanese,42693
indian,48848
cajun_creole,44560
southern_us,7700
cajun_creole,43908
southern_us,3930
italian,20940
italian,12360
russian,23094
southern_us,20327
moroccan,34630
mexican,41264
japanese,25085
british,48479
italian,31715
indian,29569
southern_us,39317
mexican,15719
mexican,4162
chinese,15001
indian,12123
thai,42748
french,41905
french,4484
british,30867
mexican,17319
mexican,13081
mexican,11899
mexican,13374
chinese,27495
italian,18138
indian,14851
irish,16111
mexican,23947
chinese,5970
italian,16594
chinese,5820
thai,28254
chinese,10280
mexican,45113
mexican,26103
italian,14985
mexican,35731
mexican,30031
spanish,27627
mexican,43874
italian,14497
thai,45524
indian,42287
chinese,5922
british,25698
southern_us,19355
chinese,24250
korean,11355
french,40719
italian,17155
mexican,4387
vietnamese,21848
mexican,45934
italian,14669
thai,7153
italian,19848
mexican,7324
french,11419
indian,42599
indian,30771
italian,28371
italian,33112
italian,49146
mexican,40340
italian,10502
british,47056
indian,41269
thai,3350
thai,23684
italian,20727
italian,23099
french,49125
indian,24362
mexican,44077
brazilian,22428
mexican,34271
mexican,24892
southern_us,28073
italian,37462
italian,12
italian,49513
mexican,43115
italian,44461
spanish,41691
cajun_creole,24331
italian,34010
indian,33379
italian,22653
italian,18136
filipino,47396
indian,373
cajun_creole,28717
indian,41036
italian,23119
mexican,22546
indian,29176
french,36192
italian,41978
indian,16397
spanish,22951
italian,35400
irish,18095
southern_us,12517
french,37493
cajun_creole,3927
italian,1147
italian,1370
mexican,18935
thai,10993
mexican,4693
french,10439
cajun_creole,17130
italian,1815
mexican,871
southern_us,18587
italian,34251
chinese,12739
italian,36588
chinese,18833
mexican,47216
mexican,9988
southern_us,31994
thai,47730
southern_us,23665
southern_us,36099
italian,20308
british,36430
thai,19185
chinese,12413
chinese,35605
chinese,20708
cajun_creole,19801
british,32603
french,22243
brazilian,7244
southern_us,37724
southern_us,22988
cajun_creole,41278
british,2244
mexican,5
cajun_creole,32270
thai,7837
brazilian,28188
greek,41484
mexican,4767
mexican,13508
jamaican,6806
thai,26307
french,33387
greek,9764
mexican,4815
chinese,42662
mexican,41477
mexican,6417
mexican,22285
italian,49476
korean,26084
filipino,44742
mexican,19022
italian,32578
italian,10514
spanish,13815
italian,19472
mexican,7373
italian,23280
japanese,11559
japanese,12765
italian,40511
cajun_creole,40858
southern_us,24236
vietnamese,16187
italian,42423
chinese,32296
mexican,44908
southern_us,2833
southern_us,25142
italian,7268
mexican,5582
mexican,25289
indian,2838
indian,10185
italian,45665
southern_us,38764
italian,33129
southern_us,18427
korean,15256
mexican,6477
spanish,30986
southern_us,25978
korean,5957
chinese,40329
italian,11071
filipino,48793
greek,5115
mexican,40723
chinese,41245
mexican,6240
mexican,4699
southern_us,13769
thai,33336
chinese,4811
moroccan,18127
italian,42772
russian,45102
french,26926
chinese,47055
italian,15650
southern_us,26966
italian,45230
italian,44400
indian,26203
mexican,21311
italian,11945
irish,25732
italian,39567
chinese,25575
indian,7211
mexican,13410
chinese,173
filipino,11563
japanese,38716
italian,32625
vietnamese,22638
italian,23818
vietnamese,8596
indian,27471
southern_us,28233
indian,47682
italian,20385
cajun_creole,12567
mexican,43903
southern_us,4925
mexican,7818
southern_us,35051
greek,4586
indian,20743
chinese,16369
mexican,13883
thai,38849
italian,26017
italian,24719
greek,15767
italian,30007
cajun_creole,34297
russian,30597
mexican,25578
british,41719
greek,23913
mexican,11153
indian,39196
mexican,7338
spanish,21090
italian,25451
italian,5482
french,23031
greek,15926
french,28527
southern_us,40828
italian,42196
french,39387
indian,28870
italian,15503
italian,36678
italian,38576
chinese,16192
italian,25622
southern_us,12687
mexican,48280
french,47405
southern_us,15140
irish,20579
french,30880
indian,39040
cajun_creole,17487
mexican,3762
mexican,20910
mexican,19072
russian,39412
japanese,28679
korean,7314
moroccan,34143
french,5594
southern_us,24503
japanese,28432
southern_us,21054
french,11965
chinese,30692
italian,9901
italian,37008
french,25505
southern_us,10740
vietnamese,21791
chinese,5539
italian,19680
chinese,24129
mexican,8351
italian,12701
chinese,12042
indian,26441
chinese,21399
spanish,43615
mexican,12283
southern_us,32715
british,24499
japanese,9035
southern_us,22563
southern_us,28467
russian,41765
chinese,38064
french,31087
mexican,23005
greek,25806
greek,37930
japanese,10879
southern_us,40080
italian,11216
french,42099
italian,27377
mexican,4453
southern_us,9001
greek,27383
mexican,18472
british,22313
thai,31709
italian,38931
vietnamese,5261
korean,17530
italian,19071
southern_us,42108
chinese,7099
mexican,10678
spanish,226
mexican,16283
italian,42538
japanese,7991
french,6127
mexican,16011
thai,5664
italian,19882
moroccan,48540
indian,45897
french,46935
southern_us,738
chinese,25990
british,15397
southern_us,17496
mexican,29458
japanese,31331
italian,17562
southern_us,12661
indian,35726
chinese,34728
french,32619
filipino,14510
mexican,25391
mexican,34723
italian,28055
thai,15498
chinese,42070
thai,26506
indian,35888
filipino,40255
italian,2943
mexican,48785
mexican,8979
mexican,27068
vietnamese,19842
korean,28677
spanish,27565
cajun_creole,35410
french,6149
moroccan,45188
french,33341
chinese,15024
indian,35126
mexican,19020
italian,9491
spanish,40281
chinese,34120
korean,6504
italian,8285
italian,21811
italian,24014
mexican,5134
indian,7360
italian,47692
greek,41845
italian,34326
southern_us,19249
french,6843
indian,15897
moroccan,17032
greek,16293
korean,9128
mexican,40249
mexican,33418
chinese,38161
chinese,24973
spanish,30725
southern_us,46619
mexican,16252
cajun_creole,4516
italian,3652
moroccan,7704
japanese,18104
southern_us,39865
korean,22207
southern_us,29362
british,40422
indian,5285
chinese,36114
british,26586
southern_us,49698
indian,27718
french,36219
italian,30609
mexican,44118
italian,30917
mexican,37880
mexican,43301
chinese,21584
southern_us,8328
mexican,46508
mexican,31063
mexican,17264
mexican,586
thai,19414
spanish,10375
italian,29177
italian,949
mexican,28118
southern_us,4160
cajun_creole,24882
mexican,13571
mexican,11532
italian,6928
italian,31998
vietnamese,22741
southern_us,13915
italian,48633
mexican,1011
russian,17649
indian,32786
italian,18615
italian,48257
indian,11599
french,43063
chinese,14526
italian,37125
indian,8063
japanese,32934
korean,12139
japanese,33392
french,8538
cajun_creole,47527
thai,33955
mexican,8088
korean,33306
mexican,22004
mexican,49699
korean,45344
italian,8924
mexican,8965
italian,37812
french,26605
southern_us,1499
japanese,41392
southern_us,2338
italian,48685
mexican,39463
chinese,16150
italian,42577
british,761
jamaican,43360
mexican,47783
indian,20532
italian,11963
mexican,41456
southern_us,20446
thai,34645
southern_us,4238
southern_us,49502
chinese,6451
chinese,18981
indian,35385
italian,2459
spanish,32884
french,4809
spanish,14992
japanese,36732
mexican,33064
italian,16264
vietnamese,46857
mexican,7003
cajun_creole,20492
mexican,25654
thai,10849
indian,29207
japanese,27412
cajun_creole,47264
chinese,24155
jamaican,49484
french,36541
mexican,49339
irish,25840
southern_us,14136
mexican,45538
french,31716
southern_us,35893
chinese,20742
cajun_creole,1158
chinese,7742
mexican,14846
filipino,27770
japanese,41274
greek,43871
italian,24983
chinese,37305
cajun_creole,18545
indian,41013
cajun_creole,15782
british,3892
italian,16005
mexican,38901
jamaican,40350
indian,40268
chinese,11941
italian,32193
thai,6438
french,28612
chinese,34937
southern_us,18750
french,44983
spanish,8662
italian,10026
southern_us,784
irish,28879
thai,5707
mexican,45299
italian,40004
mexican,7800
mexican,20166
italian,48006
british,20841
italian,23893
indian,20164
mexican,45206
mexican,22864
greek,46996
spanish,16927
greek,678
mexican,1317
korean,43897
mexican,24269
mexican,11316
chinese,1902
japanese,46191
thai,31549
mexican,22391
mexican,19490
chinese,8356
indian,45697
thai,47308
mexican,46898
japanese,14830
mexican,3738
french,33149
italian,36390
italian,10543
indian,22597
mexican,49045
thai,26531
southern_us,38356
southern_us,31739
chinese,28912
brazilian,42828
italian,3903
italian,44976
southern_us,28573
japanese,44215
indian,35636
mexican,10709
vietnamese,44787
mexican,3263
cajun_creole,36111
southern_us,38476
southern_us,28105
spanish,43568
mexican,6441
southern_us,45081
greek,8666
chinese,35983
southern_us,14186
southern_us,10143
french,2448
thai,26012
cajun_creole,48776
italian,39833
southern_us,12533
irish,13637
cajun_creole,5998
french,28339
southern_us,26881
southern_us,40945
spanish,36422
italian,40041
southern_us,38541
cajun_creole,35240
mexican,44367
greek,18043
indian,35014
french,30069
mexican,16713
chinese,12339
french,12234
cajun_creole,12453
chinese,22609
southern_us,44725
chinese,29732
southern_us,44392
indian,23798
mexican,24772
italian,12345
chinese,23309
moroccan,40450
italian,28710
mexican,8336
korean,3554
french,5668
southern_us,34033
brazilian,20513
british,1130
filipino,30203
italian,46316
vietnamese,29023
thai,22289
french,49330
indian,32512
indian,4554
italian,14947
mexican,33667
italian,49000
indian,31457
italian,46254
italian,37570
italian,5605
indian,24507
vietnamese,30816
mexican,32852
vietnamese,13107
french,20463
southern_us,85
mexican,27025
cajun_creole,40983
italian,20113
mexican,44284
southern_us,16999
korean,35662
french,14382
chinese,40297
mexican,32630
moroccan,7264
spanish,14867
french,18802
indian,3985
french,35155
brazilian,17760
indian,14474
southern_us,28666
mexican,38277
indian,7931
indian,49649
mexican,8266
mexican,29725
chinese,20460
brazilian,4097
italian,44710
mexican,6344
moroccan,11194
french,44716
filipino,34191
thai,39699
spanish,14929
italian,47451
mexican,24368
mexican,884
french,5137
southern_us,38574
italian,48792
chinese,49132
spanish,5669
chinese,37952
mexican,49298
greek,41405
french,34909
japanese,10767
italian,5721
indian,27292
japanese,18692
korean,27907
indian,45127
italian,33534
cajun_creole,26
thai,13068
mexican,45579
french,28956
italian,1201
mexican,43090
british,30197
italian,27762
italian,43057
vietnamese,24887
cajun_creole,43916
mexican,544
filipino,10438
indian,9331
mexican,649
moroccan,32577
italian,36873
thai,48446
mexican,28909
chinese,1999
southern_us,42137
vietnamese,48503
japanese,49033
french,1053
british,5535
italian,21864
french,21042
indian,3321
italian,16337
thai,22885
southern_us,4020
indian,41425
jamaican,2830
mexican,26570
british,19943
japanese,17114
italian,6009
italian,43791
mexican,13681
japanese,11385
chinese,21875
japanese,32449
italian,3924
italian,8799
mexican,1989
british,23288
french,23920
mexican,46349
southern_us,44238
japanese,31337
filipino,14492
greek,18368
cajun_creole,13781
chinese,42371
chinese,20640
southern_us,48955
mexican,46955
french,30032
japanese,3103
mexican,19597
japanese,23435
japanese,31446
chinese,33791
mexican,23813
greek,14538
southern_us,35181
japanese,6246
mexican,40850
italian,32080
indian,781
indian,7679
italian,44640
greek,17645
japanese,12454
southern_us,28430
spanish,6876
filipino,48868
cajun_creole,43333
french,9807
thai,27843
southern_us,45089
chinese,41811
southern_us,28131
vietnamese,23394
french,29599
mexican,40086
italian,20013
filipino,18134
thai,48291
indian,30903
mexican,2777
italian,3630
southern_us,37511
southern_us,26835
chinese,7201
italian,20442
southern_us,19136
mexican,40878
southern_us,1177
cajun_creole,43121
southern_us,11307
indian,37617
japanese,25583
indian,27863
indian,17830
chinese,18267
cajun_creole,29923
french,27827
southern_us,4616
indian,9979
french,2878
vietnamese,40101
indian,13411
italian,9683
irish,48733
indian,27233
filipino,25926
southern_us,22098
cajun_creole,16095
italian,15839
italian,10882
southern_us,44004
korean,45224
southern_us,40285
mexican,20598
italian,19307
chinese,14899
spanish,36512
russian,37453
italian,4319
mexican,28718
jamaican,44611
british,26031
italian,36988
japanese,24182
italian,4727
french,25982
italian,9544
chinese,48030
brazilian,47789
chinese,16245
french,12440
french,32989
cajun_creole,10582
southern_us,23028
italian,45653
spanish,46888
mexican,20392
chinese,13453
moroccan,1300
british,29343
indian,27423
british,46977
chinese,27479
italian,37899
italian,21177
southern_us,45590
southern_us,46775
indian,45416
indian,23039
italian,26308
cajun_creole,23306
chinese,42367
mexican,41379
italian,16715
southern_us,33712
cajun_creole,24136
italian,26094
filipino,2212
italian,19672
mexican,42872
indian,36661
greek,26319
italian,263
indian,13942
mexican,43311
southern_us,12743
mexican,7519
japanese,35601
italian,44197
southern_us,8617
spanish,6573
jamaican,13377
chinese,31725
vietnamese,13042
southern_us,2701
indian,38137
mexican,11356
southern_us,3202
greek,15530
french,18012
mexican,22683
brazilian,37199
italian,5169
italian,43401
cajun_creole,7246
italian,36491
irish,40868
italian,8084
french,45914
southern_us,32344
french,27508
indian,27323
japanese,29576
southern_us,13998
thai,28214
greek,2918
southern_us,19918
thai,44955
chinese,7007
russian,32164
chinese,20929
mexican,10380
moroccan,28015
filipino,24501
chinese,37257
mexican,17772
japanese,7977
korean,24949
italian,9467
mexican,18520
mexican,48539
mexican,11435
french,44041
mexican,44022
spanish,19010
mexican,18395
southern_us,35008
mexican,45807
thai,27065
vietnamese,460
southern_us,22725
cajun_creole,32575
italian,10099
cajun_creole,9431
vietnamese,9493
cajun_creole,30423
mexican,11861
filipino,22632
japanese,32893
cajun_creole,5868
mexican,3938
mexican,17724
french,4075
indian,24174
italian,34798
japanese,9407
mexican,4008
mexican,6472
mexican,43384
chinese,47289
spanish,27905
japanese,9628
chinese,41613
moroccan,8128
thai,33224
italian,21571
russian,41246
mexican,48240
italian,46816
spanish,45778
italian,13798
mexican,31606
italian,43293
italian,27725
southern_us,7614
italian,24798
mexican,16256
mexican,10296
french,46895
cajun_creole,18706
chinese,25895
japanese,42986
southern_us,42194
indian,44727
mexican,2381
moroccan,7850
british,21066
vietnamese,1427
french,30832
indian,44593
italian,35604
brazilian,42802
greek,30307
russian,8893
french,43086
southern_us,278
italian,48861
italian,9641
italian,18801
indian,13009
italian,42823
mexican,3954
southern_us,49035
vietnamese,34278
filipino,25941
southern_us,38577
russian,37973
italian,813
italian,29444
cajun_creole,30058
mexican,34601
italian,42370
mexican,9228
italian,12638
italian,37549
cajun_creole,19802
filipino,30931
southern_us,22179
mexican,44664
spanish,42631
mexican,23407
vietnamese,30557
italian,28888
italian,326
mexican,47891
vietnamese,22600
cajun_creole,24737
cajun_creole,11278
mexican,42285
moroccan,18700
italian,11577
italian,5218
french,13220
indian,16992
chinese,22967
thai,16610
korean,46382
italian,28228
greek,18123
italian,25348
mexican,48051
thai,26379
cajun_creole,38821
filipino,44418
mexican,22932
italian,17089
korean,17307
italian,8828
brazilian,21515
indian,41525
italian,18627
southern_us,8423
italian,17848
southern_us,12762
mexican,2524
cajun_creole,15334
mexican,3322
jamaican,5367
brazilian,5255
moroccan,9150
italian,22599
mexican,7368
filipino,25212
italian,29633
mexican,26841
british,20127
mexican,4992
greek,35021
thai,47863
spanish,530
moroccan,1974
chinese,3006
chinese,23010
indian,21593
italian,11204
italian,3363
italian,33675
chinese,38682
southern_us,46627
southern_us,12852
thai,37503
french,20805
mexican,18925
french,27954
mexican,20154
italian,11714
mexican,11134
french,29380
indian,19736
indian,10476
indian,4136
british,36681
southern_us,35006
moroccan,36876
irish,10774
indian,27429
russian,9455
mexican,5774
italian,48634
moroccan,37245
chinese,17279
italian,9366
italian,26166
southern_us,5247
greek,41148
mexican,19055
mexican,2229
southern_us,27352
spanish,24718
french,17647
mexican,21324
korean,4946
brazilian,21404
french,6849
british,4572
vietnamese,48468
jamaican,37152
vietnamese,825
mexican,47537
french,5072
thai,18872
spanish,37657
southern_us,39345
thai,9604
italian,5363
italian,12065
russian,12366
vietnamese,15642
indian,20213
southern_us,16381
mexican,25412
british,34973
southern_us,13475
mexican,24334
mexican,4428
spanish,7273
spanish,35903
italian,41592
italian,44689
italian,42405
brazilian,6995
indian,2577
chinese,48095
southern_us,6623
japanese,22733
italian,36104
mexican,23779
mexican,46697
mexican,47965
french,17225
indian,37106
indian,12615
russian,36033
greek,45146
indian,45800
southern_us,30163
mexican,12660
southern_us,11490
chinese,40192
italian,21436
japanese,48613
thai,1628
french,19953
mexican,44451
mexican,45922
spanish,4804
southern_us,1751
french,26520
southern_us,39367
chinese,23616
filipino,38862
french,21414
greek,2452
spanish,27591
vietnamese,14224
moroccan,36691
southern_us,15391
mexican,11104
italian,16206
italian,9156
mexican,16344
chinese,33295
italian,47513
japanese,5352
italian,28741
indian,6847
thai,36463
cajun_creole,14838
french,37311
vietnamese,6347
italian,47812
indian,34919
mexican,14812
mexican,11772
italian,44916
russian,2014
korean,13041
spanish,40815
french,32713
mexican,38272
chinese,30770
italian,22254
mexican,45828
southern_us,49113
mexican,37876
french,30219
mexican,3111
italian,33267
french,35742
southern_us,15890
mexican,10968
southern_us,45879
italian,18676
italian,29425
italian,27055
french,19485
southern_us,47644
mexican,1988
spanish,21210
irish,3792
thai,9071
mexican,25703
cajun_creole,25404
french,5791
southern_us,35221
moroccan,33813
filipino,21441
southern_us,10503
korean,17270
french,17560
indian,25735
japanese,34818
moroccan,2970
brazilian,39582
mexican,22358
indian,2864
japanese,15823
indian,31475
vietnamese,30636
korean,28962
indian,45813
brazilian,4000
chinese,35530
spanish,974
southern_us,12382
italian,7347
italian,26496
mexican,33767
japanese,48412
mexican,40496
japanese,37961
chinese,6571
mexican,49304
indian,34097
mexican,10646
chinese,44083
italian,48463
indian,1063
cajun_creole,30583
italian,26237
southern_us,8680
italian,32752
mexican,23273
chinese,5717
indian,2579
italian,45463
mexican,38241
mexican,30514
italian,13101
cajun_creole,19210
cajun_creole,26502
mexican,46982
italian,21905
cajun_creole,46699
indian,15406
mexican,45763
southern_us,721
southern_us,32708
mexican,38004
mexican,17682
chinese,46596
greek,48682
mexican,31605
cajun_creole,38031
british,18179
vietnamese,48663
italian,36353
cajun_creole,4550
southern_us,35488
mexican,33342
southern_us,25731
indian,48838
vietnamese,39653
thai,33286
italian,21344
french,37156
moroccan,20611
mexican,8869
italian,44038
southern_us,42754
brazilian,23823
french,13596
italian,45059
italian,46483
japanese,253
greek,4053
italian,8559
italian,7844
southern_us,9188
chinese,32548
irish,26083
brazilian,20244
mexican,37673
moroccan,668
french,29434
brazilian,16805
mexican,45658
italian,47594
russian,7452
spanish,22645
mexican,42522
mexican,23363
french,35610
jamaican,37631
indian,8879
italian,38337
indian,19826
irish,8844
japanese,6484
greek,45118
indian,22731
thai,20793
indian,16487
chinese,24490
mexican,15889
italian,22935
mexican,3143
jamaican,48510
italian,35910
chinese,17474
mexican,32396
italian,24714
italian,36160
italian,20077
irish,28828
korean,42205
mexican,36725
cajun_creole,10316
italian,33623
cajun_creole,39291
italian,49350
chinese,14699
italian,21702
mexican,41906
british,4489
greek,24409
indian,29332
greek,8337
french,918
cajun_creole,12435
vietnamese,48231
jamaican,28383
mexican,4545
italian,13102
mexican,33947
greek,24615
japanese,49589
mexican,41481
mexican,38905
cajun_creole,19812
italian,6160
spanish,38993
southern_us,34354
french,31246
japanese,35369
southern_us,21637
greek,49617
spanish,23003
southern_us,40683
french,17920
thai,18021
chinese,46780
italian,1684
jamaican,1953
chinese,15537
mexican,2489
thai,34708
brazilian,47554
mexican,30298
spanish,23459
cajun_creole,2593
southern_us,7216
mexican,35883
french,27039
southern_us,47957
italian,7815
